lp_id,payload_name,payload_class,conjugation_class,linker_class,linker_name,raw_site_label,site_resolved,qc_status,payload_anchor_atom,stub_anchor_atom,spacer_atoms,n_stub_atoms,n_payload_atoms,true_linker_size,pattern_stub,anchors_ambiguous,in_cys_trainset,in_multisite_trainset,linker_smiles,payload_smiles,canonical_lp_smiles,stereo_defined,source_type
nan__mal-amido-peg8-val-gly-pab-oh,,unknown,cysteine,PEG,Mal-amido-PEG8-val-gly-PAB-OH,cysteine,cysteine,passed,,,,,,,,,False,False,CC(C)[C@H](NC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)CCn1c(=O)ccc1=O)C(=O)N[C@@H](C)C(=O)Nc2ccc(COC(=O)O)cc2,COc3cc2C(=O)N1/C=C(C)\C[C@H]1/C=N\c2cc3OCCCCCOc6cc5N[C@@H](N)[C@@H]4C/C(C)=C\N4C(,CC(C)[C@H](NC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)CCN1C(=O)C=CC1=O)C(=O)N[C@@H](C)C(=O)Nc1ccc(COC(=O)O)cc1,unknown,ADCpedia
paclitaxel-derivative__ala-co-amide-c4-boc__04,Paclitaxel derivative,taxane,other,other,Ala-CO-amide-C4-Boc,<EMPTY>,other,passed,,,,,,,,,False,False,C[C@H](NC(=O)[C@H](C)NC(=O)CCNC(=O)CCC(=O)O)C(=O)O,[H][C@H]6C[C@@]5([H])[C@]4([H])C[C@H]3O[C@@H](c2ccc(S(=O)(=O)c1cccc(N)c1)cc2)OC3(C(=O)CO)[C@@]4(C)C[C@H](O)[C@]5([H])[C@@]/7(C)/C=C\C(=O)\C=C67,C[C@H](NC(=O)[C@H](C)NC(=O)CCNC(=O)CCC(=O)O)C(=O)O.C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1C[C@H]1O[C@@H](c3ccc(S(=O)(=O)c4cccc(N)c4)cc3)OC12C(=O)CO,no,ADCpedia
sn-38__cl2a__05,SN-38,camptothecin,cysteine,other,CL2A,cysteine,cysteine,passed,29,17,69,9,29,69,succinimide_thioether_4c,True,True,True,NCCCCC(NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCn3cc(CNC(=O)C2CCC(CN1C(=O)CC(S)C1=O)CC2)nn3)C(=O)Nc4ccc(COC(=O)O)cc4,CCc4c3Cn2c(cc1c(COC(=O)[C@]1(N)CC)c2=O)c3nc5ccc(O)cc45,NCCCCC(NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCn1cc(CNC(=O)C2CCC(CN3C(=O)CC(S)C3=O)CC2)nn1)C(=O)Nc1ccc(COC(=O)O)cc1.CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(N)CC,no,ADCpedia
paclitaxel-derivative__ala-co-amide-c4-boc__05,Paclitaxel derivative,taxane,other,other,Ala-CO-amide-C4-Boc,<EMPTY>,other,passed,,,,,,,,,False,False,C[C@H](NC(=O)[C@H](C)NC(=O)CCNC(=O)CCC(=O)O)C(=O)O,[H][C@@]46C[C@H]3O[C@H](c2ccc(C(S)c1cccc(N)c1)cc2)OC3(C(=O)CO)[C@@]4(C)C[C@H](O)[C@]7(F)[C@@]5(C)/C=C\C(=O)\C=C5\[C@@H](F)C[C@@]67[H],C[C@H](NC(=O)[C@H](C)NC(=O)CCNC(=O)CCC(=O)O)C(=O)O.C[C@]12C[C@H](O)[C@@]3(F)[C@@H](C[C@H](F)C4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@H]1O[C@H](c3ccc(C(S)c4cccc(N)c4)cc3)OC12C(=O)CO,no,ADCpedia
mmaf__propargyl-peg2-amine__05,MMAF,auristatin,click,click-handle,Propargyl-PEG2-amine,cysteine,click_chemistry,passed,,,,,,,,,False,False,O=C(O)CCCCCN1C(=O)CC(S)C1=O,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc2ccccc2)C(=O)O)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)CCc3ccc(NC)cc3)C(C)C,O=C(O)CCCCCN1C(=O)CC(S)C1=O.CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)CCc1ccc(NC)cc1)C(C)C,no,ADCpedia
eribulin__propargyl-peg2-amine__02,Eribulin,eribulin,lysine,click-handle,Propargyl-PEG2-amine,lysine,lysine,flagged,52,42,10,22,52,10,amide,True,False,True,O=C(O)CCOCCOCCNC(=O)CCC(=O)n3c1ccccc1c#cc2ccccc23,C[C@@H]1C[C@@H]2CC[C@H]3C(=C)C[C@@H](O3)CC[C@]45C[C@@H]6[C@H](O4)[C@H]7[C@@H](O6)[C@@H](O5)[C@@H]8[C@@H](O7)CC[C@@H](O8)CC(=O)C[C@H]9[C@H](C[C@H](C1=C)O2)O[C@@H]([C@@H]9OC)C[C@@H](CN)O,O=C(O)CCOCCOCCNC(=O)CCC(=O)N1c2ccccc2C#Cc2ccccc21.C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@@H]3[C@@H](OC)[C@@H](C[C@H](O)CN)O[C@H]3C[C@H]3O[C@@H](CC[C@@H]1O2)C[C@@H](C)C3=C,yes,ADCpedia
mmae__propargyl-peg2-amine,MMAE,auristatin,other,click-handle,Propargyl-PEG2-amine,<EMPTY>,other,flagged,,,,,,,,,False,False,O=C(O)OCCOCCNS(=O)(=O)NC(=O)OC[C@H]3[C@H]2CCc1[nH][nH][nH]c1CC[C@H]23,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@H](C)[C@@H](O)c2ccccc2)OC)N(C)[C@H](C(=O)NC(=O)[C@H](C(C)C)N(C)C(=O)OCc3ccc(NC(=O)[C@H](CCCNC(N)=O)NC(=O)[C@@H](N)C(C)C)cc3)C(C)C,O=C(O)OCCOCCNS(=O)(=O)NC(=O)OC[C@@H]1[C@@H]2CCC3=C(CC[C@@H]21)NNN3.CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@H](C)[C@@H](O)c1ccccc1)OC)N(C)[C@H](C(=O)NC(=O)[C@H](C(C)C)N(C)C(=O)OCc1ccc(NC(=O)[C@H](CCCNC(N)=O)NC(=O)[C@@H](N)C(C)C)cc1)C(C)C,yes,ADCpedia
paclitaxel-derivative__ala-co-amide-c4-boc__06,Paclitaxel derivative,taxane,other,other,Ala-CO-amide-C4-Boc,<EMPTY>,other,passed,,,,,,,,,False,False,C[C@H](NC(=O)[C@H](C)NC(=O)CCNC(=O)CCC(=O)O)C(=O)O,[H][C@H]6C[C@@]5([H])[C@]4([H])C[C@H]3OC(c2ccc(C(S)c1cccc(N)c1)cc2)OC3(C(=O)CO)[C@@]4(C)C[C@H](O)[C@]5(F)[C@@]/7(C)/C=C\C(=O)\C=C67,C[C@H](NC(=O)[C@H](C)NC(=O)CCNC(=O)CCC(=O)O)C(=O)O.C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@H]1OC(c3ccc(C(S)c4cccc(N)c4)cc3)OC12C(=O)CO,no,ADCpedia
mmae__bcn-peg4-acid,MMAE,auristatin,other,click-handle,BCN-PEG4-acid,<EMPTY>,other,flagged,,,,,,,,,False,False,O=C(O)OCCOCCOC(=O)N(CCOCCOCCNS(=O)(=O)NC(=O)OC[C@@H]3C2CCc1[nH][nH][nH]c1CC[C@@H]23)CCOCCOCCNS(=O)(=O)NC(=O)OC[C@H]6[C@H]5CCc4[nH][nH][nH]c4CC[C@H]56,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@H](C)[C@@H](O)c2ccccc2)OC)N(C)[C@H](C(=O)NC(=O)[C@H](C(C)C)N(C)C(=O)OCc3ccc(NC(=O)[C@H](CCCNC(N)=O)NC(=O)[C@@H](N)C(C)C)cc3)C(C)C,O=C(O)OCCOCCOC(=O)N(CCOCCOCCNS(=O)(=O)NC(=O)OC[C@@H]1[C@@H]2CCC3=C(CC[C@@H]21)NNN3)CCOCCOCCNS(=O)(=O)NC(=O)OC[C@@H]1C2CCC3=C(CC[C@@H]21)NNN3.CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@H](C)[C@@H](O)c1ccccc1)OC)N(C)[C@H](C(=O)NC(=O)[C@H](C(C)C)N(C)C(=O)OCc1ccc(NC(=O)[C@H](CCCNC(N)=O)NC(=O)[C@@H](N)C(C)C)cc1)C(C)C,no,ADCpedia
mmae__mc-val-cit-pab__05,MMAE,auristatin,cysteine,ValCitPAB,MC-Val-Cit-PAB,<EMPTY>,cysteine,passed,51,46,35,9,51,35,succinimide_thioether_4c,True,True,True,CC(C)[C@H](NC(=O)CCCCCN1C(=O)CC(S)C1=O)C(=O)N[C@@H](CCCNC(N)=O)C(=O)Nc2ccc(COC(=O)O)cc2,CC[C@H](C)C([C@@H](CC(=O)N1CCCC1[C@H](OC)[C@@H](C)C(O)NC(C)[C@@H](O)c2ccccc2)OC)N(C)C(=O)[C@@H](NC(=O)C(NC)C(C)C)C(C)C,CC(C)[C@H](NC(=O)CCCCCN1C(=O)CC(S)C1=O)C(=O)N[C@@H](CCCNC(N)=O)C(=O)Nc1ccc(COC(=O)O)cc1.CC[C@H](C)C([C@@H](CC(=O)N1CCCC1[C@H](OC)[C@@H](C)C(O)NC(C)[C@@H](O)c1ccccc1)OC)N(C)C(=O)[C@@H](NC(=O)C(NC)C(C)C)C(C)C,no,ADCpedia
pnu-159682-derivative__mc-val-cit-pab__03,PNU-159682 derivative,PBD_anthracycline,cysteine,ValCitPAB,MC-Val-Cit-PAB,cystein,cysteine,passed,52,48,35,9,52,35,succinimide_thioether_4c,False,True,True,CC(C)[C@H](NC(=O)CCCCCN1C(=O)CC(S)C1=O)C(=O)N[C@@H](CCCNC(N)=O)C(=O)Nc2ccc(COC(=O)O)cc2,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc2ccccc2)c3nccs3)OC)N(C)C(=O)[C@@H](NC(=O)C(C)(C)N)C(C)C,CC(C)[C@H](NC(=O)CCCCCN1C(=O)CC(S)C1=O)C(=O)N[C@@H](CCCNC(N)=O)C(=O)Nc1ccc(COC(=O)O)cc1.CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)c1nccs1)OC)N(C)C(=O)[C@@H](NC(=O)C(C)(C)N)C(C)C,no,ADCpedia
dm1__mcc__03,DM1,maytansinoid,lysine,non-cleavable_MCC,MCC,Lysine,lysine,flagged,61,26,4,13,50,4,amide,False,False,True,NC(=O)C2CC[C@H](CN1C(=O)CCC1=O)CC2,[H][C@@]14C[C@@](O)(NC(=O)O1)[C@H](OC)/C=C/C=C(C)/Cc2cc(OC)c(Cl)c(c2)N(C)C(=O)C[C@H](OC(=O)[C@H](C)N(C)C(=O)CCS)[C@]3(C)O[C@H]3[C@@H]4C,NC(=O)C1CCC(CN2C(=O)CCC2=O)CC1.COc1cc2cc(c1Cl)N(C)C(=O)C[C@H](OC(=O)[C@H](C)N(C)C(=O)CCS)[C@]1(C)O[C@H]1[C@H](C)[C@@H]1C[C@@](O)(NC(=O)O1)[C@H](OC)/C=C/C=C(\C)C2,no,ADCpedia
dolastatin__val-cit,Dolastatin,auristatin,cysteine,ValCit,Val-Cit,cysteine,cysteine,passed,,,,,,,,,False,False,C[C@H](NC(=O)CCOCCOCCNC(=O)c2ccc1nc(CS)c(CS)nc1c2)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(=O)O,NC(C=C1)=CC=C1C[C@@H](CN=[N+]=[N-])NC([C@H](C)[C@H]([C@@]2([H])N(CCC2)C(C[C@@H](OC)[C@H]([C@@H](C)CC)N(C)C([C@H](C(C)C)NC([C@@H](N(C)C)C(C)C)=O)=O)=O)OC)=O,C[C@H](NC(=O)CCOCCOCCNC(=O)c1ccc2nc(CS)c(CS)nc2c1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(=O)O.CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@H](CN=[N+]=[N-])Cc1ccc(N)cc1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C,yes,ADCpedia
eribulin__mal-peg2-val-cit-amido-pab-oh,Eribulin,eribulin,cysteine,ValCit,Mal-PEG2-Val-Cit-amido-PAB-OH,cysteine,cysteine,passed,52,42,38,9,52,38,succinimide_thioether_4c,False,True,True,CC(C)[C@H](NC(=O)CCOCCOCCN1C(=O)CC(S)C1=O)C(=O)N[C@@H](CCCNC(N)=O)C(=O)Nc2ccc(COC(=O)O)cc2,C[C@@H]1C[C@@H]2CC[C@H]3C(=C)C[C@@H](O3)CC[C@]45C[C@@H]6[C@H](O4)[C@H]7[C@@H](O6)[C@@H](O5)[C@@H]8[C@@H](O7)CC[C@@H](O8)CC(=O)C[C@H]9[C@H](C[C@H](C1=C)O2)O[C@@H]([C@@H]9OC)C[C@@H](CN)O,CC(C)[C@H](NC(=O)CCOCCOCCN1C(=O)CC(S)C1=O)C(=O)N[C@@H](CCCNC(N)=O)C(=O)Nc1ccc(COC(=O)O)cc1.C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@@H]3[C@@H](OC)[C@@H](C[C@H](O)CN)O[C@H]3C[C@H]3O[C@@H](CC[C@@H]1O2)C[C@@H](C)C3=C,no,ADCpedia
paclitaxel-derivative__ala-co-amide-c4-boc__07,Paclitaxel derivative,taxane,other,other,Ala-CO-amide-C4-Boc,<EMPTY>,other,passed,,,,,,,,,False,False,C[C@H](NC(=O)[C@H](C)NC(=O)CCNC(=O)CCC(=O)O)C(=O)O,[H][C@@]46C[C@H]3O[C@H](c2ccc(Cc1cccc(N)c1)cc2)OC3(C(=O)CO)[C@@]4(C)C[C@H](O)[C@]7(F)[C@@]5(C)/C=C\C(=O)\C=C5\[C@@H](F)C[C@@]67[H],C[C@H](NC(=O)[C@H](C)NC(=O)CCNC(=O)CCC(=O)O)C(=O)O.C[C@]12C[C@H](O)[C@@]3(F)[C@@H](C[C@H](F)C4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@H]1O[C@H](c3ccc(Cc4cccc(N)c4)cc3)OC12C(=O)CO,no,ADCpedia
mmae__mac-glucuronide-linker-1,MMAE,auristatin,cysteine,other,MAC glucuronide linker-1,cysteine,cysteine,passed,,,,,,,,,False,False,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)NCCCC[C@H](NC(=O)C(CN)N1C(=O)CC(S)C1=O)C(=O)NCCCC(=O)Nc2cc(COC(=O)O)ccc2OC3OC(C(=O)O)C(O)C(O)[C@H]3O,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@H](C)[C@@H](O)c2ccccc2)OC)N(C)C(=O)[C@@H](NC(=O)[C@@H](NC)C(C)C)C(C)C,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)NCCCC[C@H](NC(=O)C(CN)N1C(=O)CC(S)C1=O)C(=O)NCCCC(=O)Nc1cc(COC(=O)O)ccc1OC1OC(C(=O)O)C(O)C(O)[C@H]1O.CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@H](C)[C@@H](O)c1ccccc1)OC)N(C)C(=O)[C@@H](NC(=O)[C@@H](NC)C(C)C)C(C)C,no,ADCpedia
paclitaxel-derivative__ala-co-amide-c4-boc__08,Paclitaxel derivative,taxane,other,other,Ala-CO-amide-C4-Boc,<EMPTY>,other,passed,,,,,,,,,False,False,C[C@H](NC(=O)[C@H](C)NC(=O)CCNC(=O)CCC(=O)O)C(=O)O,[H][C@H]6C[C@@]5([H])[C@]4([H])C[C@H]3O[C@@H](c2ccc(Cc1cccc(N)c1)cc2)OC3(C(=O)CO)[C@@]4(C)C[C@H](O)[C@]5([H])[C@@]/7(C)/C=C\C(=O)\C=C67,C[C@H](NC(=O)[C@H](C)NC(=O)CCNC(=O)CCC(=O)O)C(=O)O.C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1C[C@H]1O[C@@H](c3ccc(Cc4cccc(N)c4)cc3)OC12C(=O)CO,no,ADCpedia
seco-duba__ala-co-amide-c4-boc__04,Seco-DUBA,duocarmycin,other,other,Ala-CO-amide-C4-Boc,<EMPTY>,other,passed,,,,,,,,,False,False,C[C@H](NC(=O)[C@H](C)NC(=O)CCNC(=O)CCC(=O)O)C(=O)O,[H][C@@]46C[C@H]3OC(c2ccc(Oc1cccc(N)c1)cc2)OC3(C(=O)CO)[C@@]4(C)C[C@H](O)[C@]7(F)[C@@]5(C)/C=C\C(=O)\C=C5\[C@@H](F)C[C@@]67[H],C[C@H](NC(=O)[C@H](C)NC(=O)CCNC(=O)CCC(=O)O)C(=O)O.C[C@]12C[C@H](O)[C@@]3(F)[C@@H](C[C@H](F)C4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@H]1OC(c3ccc(Oc4cccc(N)c4)cc3)OC12C(=O)CO,no,ADCpedia
seco-duba__bcn-peg4-acid,Seco-DUBA,duocarmycin,other,click-handle,BCN-PEG4-acid,<EMPTY>,other,flagged,,,,,,,,,False,False,O=C(O)OCCOCCOC(=O)N(CCOCCOCCNS(=O)(=O)NC(=O)OC[C@@H]3[C@@H]2CCc1[nH][nH][nH]c1CC[C@@H]23)CCOCCOCCNS(=O)(=O)NC(=O)OC[C@H]6[C@H]5CCc4[nH][nH][nH]c4CCC56,COc3cc2C(=O)N1/C=C(C)\C[C@H]1/C=N\c2cc3OCCCCCOc4cc6c(cc4OC)C(=O)N5/C=C(C)\C[C@H]5[C@H](O)N6C(=O)OCc7ccc(NC(=O)[C@H](C)NC(=O)[C@@H](N)C(C)C)cc7,O=C(O)OCCOCCOC(=O)N(CCOCCOCCNS(=O)(=O)NC(=O)OC[C@@H]1[C@@H]2CCC3=C(CC[C@@H]21)NNN3)CCOCCOCCNS(=O)(=O)NC(=O)OC[C@@H]1C2CCC3=C(CC[C@@H]21)NNN3.COc1cc2c(cc1OCCCCCOc1cc3c(cc1OC)C(=O)N1C=C(C)C[C@H]1[C@H](O)N3C(=O)OCc1ccc(NC(=O)[C@H](C)NC(=O)[C@@H](N)C(C)C)cc1)N=C[C@@H]1CC(C)=CN1C2=O,no,ADCpedia
calicheamicin__propargyl-peg2-amine,Calicheamicin,calicheamicin,click,click-handle,Propargyl-PEG2-amine,lysine,click_chemistry,passed,,,,,,,,,False,False,C/C(=N\NC(=O)CC(C)(C)S)c1ccc(OCCCCCC(N)=O)cc1,COC(=O)NC7=C1/C(=C/CS)[C@](O)(C#C/C=C\C#C[C@@H]1O[C@@H]5O[C@H](C)[C@@H](NO[C@H]4C[C@H](O)[C@H](SC(=O)c3c(C)c(I)c(O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](OC)[C@H]2O)c(OC)c3OC)[C@@H](C)O4)[C@H](O)[C@H]5O[C@H]6C[C@H](OC)[C@@H](NC(C)=O)CO6)CC7=O,C/C(=N\NC(=O)CC(C)(C)S)c1ccc(OCCCCCC(N)=O)cc1.COC(=O)NC1=C2/C(=C/CS)[C@](O)(C#C/C=C\C#C[C@@H]2O[C@@H]2O[C@H](C)[C@@H](NO[C@H]3C[C@H](O)[C@H](SC(=O)c4c(C)c(I)c(O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](OC)[C@H]5O)c(OC)c4OC)[C@@H](C)O3)[C@H](O)[C@H]2O[C@H]2C[C@H](OC)[C@@H](NC(C)=O)CO2)CC1=O,yes,ADCpedia
tubulysin-derivative__methylcbi-azaindole-benzamide-mom-boc-ethylenediamine-d,Tubulysin derivative,tubulysin,cysteine,other,MethylCBI-azaindole-benzamide-MOM-Boc-ethylenediamine-D,cysteine,cysteine,flagged,,,,,,,,,False,False,Cc1cccc2c(N)cc3c(c12)[C@H](CCl)CN3C(=O)c6cn5cc(NC(=O)c4ccc(O)cc4)ccc5n6,CC(C)[C@H](NC(=O)CCCCCN1C(=O)CC(S)C1=O)C(=O)N[C@@H](CCCNC(N)=O)C(=O)Nc2ccc(COC(=O)N(C)CCN(C)C(=O)O)cc2,Cc1cccc2c(N)cc3c(c12)[C@H](CCl)CN3C(=O)c1cn2cc(NC(=O)c3ccc(O)cc3)ccc2n1.CC(C)[C@H](NC(=O)CCCCCN1C(=O)CC(S)C1=O)C(=O)N[C@@H](CCCNC(N)=O)C(=O)Nc1ccc(COC(=O)N(C)CCN(C)C(=O)O)cc1,no,ADCpedia
dxd-derivative__mc-gly-gly-phe-gly__08,Dxd derivative,camptothecin,cysteine,GGFG,MC-Gly-Gly-Phe-Gly,cysteine,cysteine,passed,32,19,35,9,32,35,succinimide_thioether_4c,True,True,True,O=C(O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CCOCCOCCOCCN2C(=O)CC(S)C2=O,CC[C@@]1(O)C(=O)OCc6c1cc5c4nc2cc(F)c(N)cc2c(CN3CCCCC3)c4Cn5c6=O,O=C(O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CCOCCOCCOCCN1C(=O)CC(S)C1=O.CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(F)c(N)cc1c2CN1CCCCC1,no,ADCpedia
pnu-159682-derivative__mc-val-cit-pab-nh-c2-nh-boc,PNU-159682 derivative,PBD_anthracycline,cysteine,ValCitPAB,MC-Val-Cit-PAB-NH-C2-NH-Boc,cysteine,cysteine,flagged,41,25,48,9,41,48,succinimide_thioether_4c,False,True,True,CC(C)[C@H](NC(=O)CCCCCN1C(=O)CC(S)C1=O)C(=O)N[C@@H](CCCNC(N)=O)C(=O)Nc2ccc(COC(=O)N(C)CCN(C)C(=O)OCC(=O)O)cc2,COc5cccc6c(=O)c4c(O)c(C[C@H](O)CCO[C@H]3C[C@H]1[C@H](O[C@@H]2[C@@H](N)OCCN12)[C@H](C)O3)c(C)c(O)c4c(=O)c56,CC(C)[C@H](NC(=O)CCCCCN1C(=O)CC(S)C1=O)C(=O)N[C@@H](CCCNC(N)=O)C(=O)Nc1ccc(COC(=O)N(C)CCN(C)C(=O)OCC(=O)O)cc1.COc1cccc2c1C(=O)c1c(O)c(C)c(C[C@H](O)CCO[C@H]3C[C@H]4[C@H](O[C@@H]5[C@@H](N)OCCN54)[C@H](C)O3)c(O)c1C2=O,no,ADCpedia
eribulin__dbco-peg4-propionic-val-cit-pab,Eribulin,eribulin,click,ValCitPAB,DBCO-PEG4-Propionic-Val-Cit-PAB,lysine,click_chemistry,passed,52,42,65,2,52,65,alkyne_handle,False,False,True,CC(C)[C@H](NC(=O)CCOCCOCCOCCOCCNC(=O)CCC(=O)n3c1ccccc1c#cc2ccccc23)C(=O)N[C@@H](CCCNC(N)=O)C(=O)Nc4ccc(COC(=O)O)cc4,C[C@@H]1C[C@@H]2CC[C@H]3C(=C)C[C@@H](O3)CC[C@]45C[C@@H]6[C@H](O4)[C@H]7[C@@H](O6)[C@@H](O5)[C@@H]8[C@@H](O7)CC[C@@H](O8)CC(=O)C[C@H]9[C@H](C[C@H](C1=C)O2)O[C@@H]([C@@H]9OC)C[C@@H](CN)O,CC(C)[C@H](NC(=O)CCOCCOCCOCCOCCNC(=O)CCC(=O)N1c2ccccc2C#Cc2ccccc21)C(=O)N[C@@H](CCCNC(N)=O)C(=O)Nc1ccc(COC(=O)O)cc1.C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@@H]3[C@@H](OC)[C@@H](C[C@H](O)CN)O[C@H]3C[C@H]3O[C@@H](CC[C@@H]1O2)C[C@@H](C)C3=C,yes,ADCpedia
eribulin__maleimido-tri-ethylene-glycol-propionic-acid,Eribulin,eribulin,cysteine,other,Maleimido-tri(ethylene glycol)-propionic acid,cysteine,cysteine,passed,52,42,15,9,52,15,succinimide_thioether_4c,False,True,True,O=C(O)CCOCCOCCOCCOCCN1C(=O)CC(S)C1=O,C[C@@H]1C[C@@H]2CC[C@H]3C(=C)C[C@@H](O3)CC[C@]45C[C@@H]6[C@H](O4)[C@H]7[C@@H](O6)[C@@H](O5)[C@@H]8[C@@H](O7)CC[C@@H](O8)CC(=O)C[C@H]9[C@H](C[C@H](C1=C)O2)O[C@@H]([C@@H]9OC)C[C@@H](CN)O,O=C(O)CCOCCOCCOCCOCCN1C(=O)CC(S)C1=O.C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@@H]3[C@@H](OC)[C@@H](C[C@H](O)CN)O[C@H]3C[C@H]3O[C@@H](CC[C@@H]1O2)C[C@@H](C)C3=C,no,ADCpedia
polyketomycin__mal-peg2-val-cit-amido-pab-oh,Polyketomycin,PBD_anthracycline,cysteine,ValCit,Mal-PEG2-Val-Cit-amido-PAB-OH,cysteine,cysteine,passed,53,34,38,9,53,38,succinimide_thioether_4c,False,True,True,CC(C)[C@H](NC(=O)CCOCCOCCN1C(=O)CC(S)C1=O)C(=O)N[C@@H](CCCNC(N)=O)C(=O)Nc2ccc(COC(=O)O)cc2,COc3ccc(C[C@@H]2C(=O)NCC(C)(C)C(=O)O[C@@H](CC(C)C)C(=O)OC([C@H](C)[C@@H](OC(=O)CN)[C@@H](Cl)c1ccccc1)C/C=C/C(=O)N2C)cc3Cl,CC(C)[C@H](NC(=O)CCOCCOCCN1C(=O)CC(S)C1=O)C(=O)N[C@@H](CCCNC(N)=O)C(=O)Nc1ccc(COC(=O)O)cc1.COc1ccc(C[C@@H]2C(=O)NCC(C)(C)C(=O)O[C@@H](CC(C)C)C(=O)OC([C@H](C)[C@@H](OC(=O)CN)[C@@H](Cl)c3ccccc3)C/C=C/C(=O)N2C)cc1Cl,no,ADCpedia
